abd,C_ach,C_akw,C_ata,C_kma,C_oro,C_pad,C_paj,C_pal,age,fthr_ed,mthr_ed,orphan96,hh_fthr_frm,hh_size96,educ,distress,log.wage
1,1,0,0,0,0,0,0,0,30,4,0,0,1,5,3,6.333333492,8.517393171
1,1,0,0,0,0,0,0,0,15,4,0,0,1,6,7,7.333333492,0
1,1,0,0,0,0,0,0,0,27,4,0,0,1,4,7,7.333333492,0
0,1,0,0,0,0,0,0,0,21,4,0,0,1,5,5,7.666666508,8.987321813
0,1,0,0,0,0,0,0,0,16,7,0,0,1,13,10,2.333333254,7.313886832
1,0,0,0,1,0,0,0,0,22,4,0,0,0,5,7,3,7.888959492
1,0,0,0,1,0,0,0,0,25,10,4,1,1,8,9,5.333333492,8.006700845
1,0,0,0,1,0,0,0,0,26,7,4,0,1,11.10027409,10,6.666666508,7.601402335
0,0,0,0,0,0,0,0,1,23,12,0,0,1,7,2,1.666666627,0
1,0,0,0,0,0,0,0,1,22,4,0,0,1,7,7,5.666666508,7.95792733
1,0,0,0,0,0,0,0,1,28,4,0,0,1,8,11,5,0
0,0,0,0,0,0,0,0,1,19,4,0,0,1,14,10,3.666666746,0
1,0,0,0,0,0,0,0,1,18,4,0,0,1,3,9,1.333333373,7.824445931
1,0,0,0,0,0,0,0,1,16,7,0,0,1,11,7,1.666666627,8.006700845
1,0,0,0,0,0,0,0,1,24,7,0,0,1,11,4,0.333333343,7.670361905
0,0,0,0,0,0,0,0,1,14,10,10,0,1,12,6,1,0
0,0,0,0,0,0,0,0,1,26,10,4,0,1,6,13,7.666666508,8.006700845
1,0,0,0,0,0,0,0,1,22,15,4,0,1,6,13,6.333333492,8.363275834
0,0,0,0,0,0,0,0,1,18,4,4,0,1,14,10,1.333333373,0
0,0,0,0,0,0,0,0,1,17,4,0,0,0,7,11,2.333333254,6.908754779
0,0,0,0,0,0,0,1,0,17,4,4,0,1,12,10,3.666666746,7.744436575
1,0,0,0,0,0,0,1,0,26,4,0,0,1,20,11,9.333333015,7.265129966
1,0,0,0,0,0,0,1,0,14,4,4,0,1,7,6,2,0
1,0,0,0,0,0,0,1,0,17,10,0,0,1,3,7,4,8.805025228
1,0,0,0,0,1,0,0,0,19,4,4,0,1,8,5,3,7.86954869
1,0,0,0,0,1,0,0,0,24,10,4,0,1,10,7,3.666666746,5.525452939
0,1,0,0,0,0,0,0,0,28,4,0,0,1,8,3,11.33333302,0
1,1,0,0,0,0,0,0,0,17,0,4,0,1,9,5,2.666666746,0
0,1,0,0,0,0,0,0,0,21,12,4,1,1,4,10,4,9.721225955
1,0,1,0,0,0,0,0,0,17,0,0,0,1,20,5,4.666666508,8.22977775
0,0,1,0,0,0,0,0,0,24,7,4,0,1,16,9,6,8.188966864
0,0,1,0,0,0,0,0,0,15,0,0,0,1,8,7,2.666666746,8.699681401
0,0,1,0,0,0,0,0,0,16,4,0,0,1,6,6,2,7.467942332
1,0,1,0,0,0,0,0,0,20,10,10,0,1,7,7,3.666666746,5.707110265
0,0,1,0,0,0,0,0,0,20,0,0,0,1,18,1,6.333333492,0
0,0,1,0,0,0,0,0,0,18,15,0,0,1,6,13,6.333333492,8.343077871
0,0,1,0,0,0,0,0,0,20,4,0,0,1,6,11,1.333333373,7.196187101
1,0,1,0,0,0,0,0,0,18,4,0,0,1,11,4,3.666666746,7.601402335
1,0,1,0,0,0,0,0,0,16,10,0,0,1,6,10,6.333333492,0
1,0,1,0,0,0,0,0,0,25,4,7,0,1,12,7,5.666666508,6.503789077
1,0,0,0,1,0,0,0,0,15,12,7,0,1,7,10,3.666666746,7.85260566
1,0,0,0,1,0,0,0,0,18,7,4,0,1,7,10,7,9.210440367
1,0,0,0,1,0,0,0,0,22,4,0,0,1,11,13,3,8.006700845
0,0,0,0,1,0,0,0,0,28,10,15,0,0,9,14,1.333333373,0
0,0,0,0,1,0,0,0,0,26,4,0,0,1,12,14,10.33333302,7.824445931
0,0,0,0,1,0,0,0,0,16,12,7,0,0,14,7,2.333333254,0
0,0,0,0,0,1,0,0,0,22,4,4,0,1,8,9,4,6.977681065
0,0,0,1,0,0,0,0,0,16,7,4,0,1,7,7,3.666666746,0
1,0,0,1,0,0,0,0,0,24,0,0,0,1,8,2,7,6.908754779
1,0,0,1,0,0,0,0,0,22,4,0,0,1,10,4,7.666666508,6.285465913
1,0,0,1,0,0,0,0,0,18,7,4,0,1,4,13,9,7.196187101
1,1,0,0,0,0,0,0,0,30,10,0,0,0,11,8,3.666666746,7.670361905
1,0,0,0,0,0,0,1,0,23,7,4,0,1,8,9,5.333333492,0
1,0,0,0,0,0,0,1,0,24,10,0,0,1,5,6,5.333333492,6.572682051
1,0,0,0,0,0,0,0,1,19,10,7,0,1,11,10,7.666666508,7.419180698
0,0,0,0,0,0,0,0,1,21,7,7,0,1,9,13,1.666666627,6.775366091
1,0,0,0,0,0,0,0,1,25,4,0,0,1,8.707444191,11,4.666666508,0
1,0,0,0,0,0,1,0,0,20,4,0,0,1,9,4,9.666666985,4.062903027
0,0,0,0,0,0,1,0,0,14,7,4,0,1,14,6,5.666666508,7.901377354
1,0,0,0,0,0,1,0,0,14,10,4,0,0,15,5,4,6.216606101
0,0,0,0,0,1,0,0,0,28,7,0,0,1,7,8,1.666666627,0
1,0,0,0,0,1,0,0,0,20,7,4,0,1,7,6,7.666666508,6.216606101
0,0,0,0,0,1,0,0,0,30,4,0,0,1,7,7,3.333333254,0
1,0,0,0,0,1,0,0,0,24,4,0,1,0,7,6,6,0
1,0,0,0,0,0,0,0,1,17,7,0,0,1,9,8,1.666666627,0
0,0,0,0,0,0,0,0,1,28,10,0,0,1,9,7,4.333333492,6.977681065
1,0,0,0,0,0,0,0,1,24,7,0,0,1,9,8,1.333333373,8.006700845
1,0,0,0,0,0,0,0,1,27,4,0,0,1,13,15,4,0
1,0,0,0,0,0,0,1,0,15,7,4,0,1,10,4,5.666666508,0
1,0,0,0,0,0,0,1,0,21,10,4,0,1,5,6,4.666666508,7.601402335
1,0,0,0,0,0,0,1,0,16,4,4,0,1,9,7,5.666666508,0
1,0,0,0,0,0,0,1,0,28,4,0,0,1,20,7,3,5.303304908
0,0,0,0,0,1,0,0,0,21,7,4,0,1,13,7,9,6.977681065
0,0,0,0,0,1,0,0,0,16,4,10,0,1,9,11,1.666666627,0
1,1,0,0,0,0,0,0,0,19,12,7,0,1,7,5,1,8.555893844
0,1,0,0,0,0,0,0,0,29,4,0,0,1,2,4,4.666666508,8.448414548
1,1,0,0,0,0,0,0,0,15,15,4,0,1,4,7,6.666666508,9.318643721
0,1,0,0,0,0,0,0,0,30,4,0,0,1,2,5,3.333333254,8.517393171
0,1,0,0,0,0,0,0,0,18,10,4,0,1,9,10,3,8.006700845
0,1,0,0,0,0,0,0,0,27,4,4,0,1,12,6,2.333333254,8.112028014
0,1,0,0,0,0,0,0,0,26,7,10,1,1,15,16,5,7.95792733
1,1,0,0,0,0,0,0,0,30,4,0,0,1,7,4,4.333333492,6.908754779
1,1,0,0,0,0,0,0,0,25,4,0,0,1,7,3,1.333333373,8.22977775
0,1,0,0,0,0,0,0,0,25,10,0,0,1,13,7,5,7.710549952
0,1,0,0,0,0,0,0,0,26,10,0,0,1,13,5,4.333333492,8.006700845
0,1,0,0,0,0,0,0,0,15,7,4,0,1,9,6,5,6.59896303
0,0,0,0,0,1,0,0,0,14,4,0,0,1,8,3,2.666666746,0
1,0,0,0,1,0,0,0,0,20,12,4,0,0,9,6,3.333333254,6.572682051
1,0,0,0,1,0,0,0,0,21,12,4,0,1,8,7,4,6.572682051
0,0,0,0,1,0,0,0,0,22,4,0,0,1,14,7,4.333333492,8.006700845
0,0,0,0,1,0,0,0,0,23,10,12,0,0,9,8,2.333333254,11.33061594
1,0,1,0,0,0,0,0,0,23,7,0,0,1,7,3,1.333333373,0
1,1,0,0,0,0,0,0,0,14,7,4,0,1,8,5,7.333333492,6.908754779
0,0,0,0,0,1,0,0,0,28,0,0,0,1,2,0,5,0
1,0,0,0,0,1,0,0,0,27,4,0,0,1,5,4,1.666666627,5.303304908
0,0,0,0,0,1,0,0,0,18,4,0,0,1,8,9,4.333333492,0
1,0,0,0,0,1,0,0,0,15,0,0,0,1,18,3,6.666666508,0
0,0,0,0,0,1,0,0,0,22,4,0,0,1,6,10,8,6.349887992
0,0,0,0,0,1,0,0,0,28,7,0,0,0,7,4,2,8.74049673
0,0,0,0,0,1,0,0,0,15,10,10,0,1,9,7,4.666666508,0
1,0,0,0,0,1,0,0,0,14,4,0,0,0,8,3,1,6.062788064
1,0,1,0,0,0,0,0,0,28,10,4,0,1,7,13,6.666666508,6.754770616
1,0,0,0,1,0,0,0,0,24,0,0,1,1,5,7,5.666666508,7.783640596
1,0,0,0,1,0,0,0,0,24,12,0,0,1,7,12,4.666666508,7.33918799
0,0,0,0,0,1,0,0,0,14,0,0,1,1,14,5,5,0
0,0,0,0,0,1,0,0,0,19,7,0,0,0,8,7,8,7.601402335
0,0,0,1,0,0,0,0,0,28,10,7,0,1,6,13,3,9.210440367
0,0,0,1,0,0,0,0,0,18,7,4,0,1,9,3,3,0
1,0,0,1,0,0,0,0,0,20,0,4,0,1,4,6,7,6.285465913
0,0,0,1,0,0,0,0,0,19,10,7,0,1,5,11,4.666666508,0
1,0,0,1,0,0,0,0,0,21,12,4,1,0,6,6,5,6.646690176
1,0,0,1,0,0,0,0,0,27,4,0,0,1,4,6,2,7.265129966
0,0,0,1,0,0,0,0,0,20,10,10,1,1,3,7,5.666666508,8.294299609
0,0,0,1,0,0,0,0,0,25,4,0,1,1,8,10,1.666666627,9.210440367
0,0,0,1,0,0,0,0,0,26,7,0,0,1,9,13,2.333333254,6.977681065
0,0,0,1,0,0,0,0,0,15,12,4,0,1,4,5,6.666666508,0
0,0,0,0,1,0,0,0,0,26,7,4,1,0,15,11,5.333333492,0
1,0,0,0,1,0,0,0,0,23,7,4,0,1,7,7,7.666666508,6.685860947
0,0,0,0,1,0,0,0,0,30,0,0,1,1,5,3,5.333333492,8.294299609
1,0,0,0,1,0,0,0,0,23,7,4,0,1,8,3,5,8.006700845
1,0,0,0,1,0,0,0,0,27,4,4,0,1,9,7,5.666666508,8.517393171
0,0,0,0,1,0,0,0,0,14,4,0,0,1,8,5,10.33333302,0
0,0,0,0,1,0,0,0,0,14,4,4,0,1,9,7,3,0
0,0,0,0,1,0,0,0,0,14,7,4,1,1,6,7,1,8.699681401
0,0,0,0,1,0,0,0,0,22,7,4,0,1,12,11,2,0
0,0,0,0,0,0,1,0,0,15,10,4,0,1,28,5,3,0
1,0,0,0,0,0,1,0,0,25,4,0,0,1,7,6,3.666666746,8.294299609
1,0,1,0,0,0,0,0,0,25,4,0,0,0,19,9,8.666666985,6.398594935
1,0,1,0,0,0,0,0,0,15,4,0,1,1,18,7,3.666666746,0
1,0,1,0,0,0,0,0,0,16,7,4,1,1,14,7,2.666666746,8.112028014
0,0,1,0,0,0,0,0,0,28,15,12,0,1,13,15,4.333333492,10.81979828
0,0,1,0,0,0,0,0,0,15,7,4,0,0,9,7,4,7.419180698
1,0,1,0,0,0,0,0,0,23,4,4,0,1,20,8,1.333333373,8.586372751
1,0,1,0,0,0,0,0,0,26,10,0,0,0,19,15,4,9.455541054
1,0,1,0,0,0,0,0,0,15,4,0,0,1,7,7,1,0
1,0,1,0,0,0,0,0,0,17,4,4,0,0,14,5,5.333333492,6.908754779
0,1,0,0,0,0,0,0,0,19,4,4,0,1,6,10,1,6.795545938
0,1,0,0,0,0,0,0,0,25,7,4,0,1,3,2,4,8.363275834
1,1,0,0,0,0,0,0,0,28,4,4,0,1,8,5,2,8.22977775
1,0,0,0,0,1,0,0,0,18,10,4,0,0,8,13,4,0
1,0,0,0,0,0,0,0,1,22,4,4,0,1,13,10,5.666666508,5.738260561
1,0,0,0,0,0,0,0,1,22,0,0,0,1,6,5,3.333333254,8.412054873
0,0,0,0,0,0,0,0,1,22,7,4,0,1,6,10,4.666666508,7.524481248
1,0,0,1,0,0,0,0,0,16,10,4,0,1,7,6,8,8.517393171
1,0,0,1,0,0,0,0,0,19,7,7,0,1,11,4,8.666666985,7.601402335
0,0,0,0,0,0,1,0,0,24,10,0,0,1,28,10,7,7.670361905
0,0,0,0,0,1,0,0,0,30,10,4,0,1,15,7,3.333333254,8.699681401
0,0,0,0,1,0,0,0,0,28,10,0,0,0,14,16,4.333333492,10.1266711
0,0,0,0,0,0,0,1,0,27,10,0,0,1,6,10,3.333333254,7.514436411
1,0,0,0,0,0,0,1,0,20,7,0,0,1,6,2,3,8.294299609
1,0,0,0,0,0,1,0,0,19,7,0,1,1,5,10,6.666666508,7.601402335
0,0,0,0,0,0,1,0,0,20,4,0,0,1,8,6,5.333333492,7.313886832
1,0,0,0,0,0,1,0,0,20,10,10,0,1,14,7,8.666666985,7.670361905
1,0,0,0,0,0,1,0,0,28,10,4,0,1,9,11,3,7.95792733
1,0,0,0,0,0,1,0,0,21,10,10,0,1,11,13,0.333333343,0
0,0,0,0,0,0,1,0,0,25,10,0,0,1,8,10,7,0
0,0,0,0,0,0,1,0,0,15,4,4,0,1,8,8,3.333333254,5.880931937
0,0,0,0,0,0,1,0,0,17,7,4,0,1,6,6,2,0
0,0,0,0,0,0,1,0,0,26,7,4,0,1,18,13,3.333333254,0
0,0,0,0,0,0,1,0,0,15,10,0,0,1,6,5,1.666666627,7.755481584
0,0,0,0,0,0,0,1,0,20,4,0,0,1,4,6,4,6.908754779
1,0,0,0,0,0,0,1,0,26,4,4,0,1,7,5,3.666666746,9.903537551
0,0,0,0,0,0,0,1,0,15,10,4,0,1,9,5,5,6.908754779
0,0,0,0,0,0,0,1,0,14,7,4,0,1,5,5,4.333333492,6.216606101
0,0,0,0,0,0,0,1,0,17,10,0,0,1,7,10,3.333333254,6.908754779
0,0,0,0,0,0,0,1,0,28,7,0,0,1,7,7,3.333333254,6.908754779
1,0,0,0,0,0,0,1,0,19,7,0,1,1,8,7,0.666666687,7.265129966
0,0,0,0,0,0,0,1,0,18,7,4,0,1,5,8,5.333333492,6.908754779
0,0,0,0,0,0,0,1,0,20,7,4,0,1,10,7,6,6.908754779
1,0,0,0,0,0,0,1,0,21,10,0,0,0,8,9,8,8.160803921
1,0,0,0,0,0,0,1,0,25,4,0,0,1,8,4,4,8.354909528
0,0,0,0,0,0,0,1,0,14,10,0,0,1,5,8,0,0
1,0,0,0,0,0,0,1,0,18,7,4,0,1,7,3,6.333333492,6.726632978
0,0,0,0,0,0,0,1,0,20,4,0,0,1,12,7,5.333333492,6.726632978
0,0,0,0,0,0,0,1,0,30,4,0,1,0,8,9,4.666666508,6.908754779
1,0,0,0,0,0,0,1,0,17,4,10,0,1,7,5,5.333333492,0
0,0,0,0,0,0,0,1,0,18,15,0,0,0,3,7,4.333333492,6.908754779
1,0,0,0,0,0,0,1,0,16,4,0,0,1,10,9,3,0
0,0,0,0,0,0,0,1,0,23,10,0,0,1,9,13,4.666666508,6.908754779
1,0,0,0,0,0,0,1,0,18,15,10,0,0,8,9,9,0
1,0,0,0,0,0,1,0,0,22,12,0,0,0,15,10,4,0
1,0,0,0,0,0,1,0,0,28,7,0,0,1,5,6,10.33333302,6.034683642
1,0,0,0,0,0,1,0,0,22,15,7,0,0,5,13,4.666666508,8.987321813
0,0,0,0,0,0,1,0,0,17,10,0,0,1,8,9,2.333333254,0
0,0,0,0,0,0,1,0,0,21,10,0,0,0,7,11,5.333333492,0
1,0,0,0,0,0,1,0,0,20,10,0,0,1,4,8,2.666666746,8.517393171
1,0,0,0,0,0,1,0,0,25,0,0,0,1,5,3,6,7.39387829
1,0,0,0,0,0,1,0,0,17,4,4,0,1,8,2,1.333333373,7.378383713
0,0,0,0,0,0,1,0,0,17,10,4,0,1,9,7,6,6.908754779
1,0,0,0,0,0,1,0,0,30,0,0,0,1,3,5,3.333333254,0
0,0,0,0,0,0,1,0,0,14,4,4,0,1,7,4,4,0
1,0,0,0,0,0,1,0,0,30,10,0,0,1,4,5,10,7.755481584
0,0,0,0,0,0,1,0,0,17,7,4,0,1,13,7,1,0
0,0,0,0,0,0,1,0,0,16,10,4,0,1,28,6,2.666666746,7.196187101
0,0,0,0,0,0,1,0,0,17,7,4,0,1,9,7,5.333333492,7.601402335
0,0,0,0,0,0,1,0,0,22,7,0,0,1,9,8,2,7.70671285
1,0,0,0,0,0,1,0,0,14,7,4,0,1,6,6,2,6.478509642
1,0,0,0,0,0,1,0,0,17,4,4,1,1,5,11,1.666666627,7.601402335
1,0,0,0,0,0,1,0,0,21,10,0,0,1,6,10,4.666666508,7.419180698
1,0,0,0,0,0,1,0,0,14,10,0,0,1,14,6,4,7.244941546
1,0,0,0,0,0,1,0,0,15,10,0,0,1,8,7,2.333333254,6.552507887
0,0,0,0,0,0,1,0,0,23,4,0,0,1,10,9,5.333333492,8.517393171
0,0,0,0,0,0,1,0,0,19,12,0,0,1,8,11,3.666666746,0
1,0,0,0,0,0,1,0,0,19,4,0,0,1,15,11,2,9.210440367
0,0,0,0,1,0,0,0,0,22,4,4,1,1,7,12,3.333333254,0
0,0,1,0,0,0,0,0,0,14,4,0,0,0,11,6,2.333333254,0
1,0,0,0,0,1,0,0,0,18,7,4,0,1,8,6,8.666666985,7.467942332
0,1,0,0,0,0,0,0,0,26,7,0,0,1,6,4,4.333333492,6.908754779
0,0,0,0,0,0,0,1,0,15,10,4,0,1,6,7,2,6.552507887
0,0,0,0,0,0,0,0,1,18,4,0,0,1,7,11,3.666666746,0
0,0,0,0,1,0,0,0,0,18,4,0,0,1,5,10,3.333333254,0
1,0,0,0,0,0,0,1,0,17,4,0,0,1,7,10,4.666666508,8.374323128
1,0,0,0,0,0,0,1,0,19,7,0,0,1,7,10,5,7.601402335
1,0,0,0,0,0,1,0,0,22,0,0,1,1,3,10,1.333333373,7.95792733
1,0,0,0,0,0,1,0,0,18,7,0,0,1,6,11,5.333333492,0
1,1,0,0,0,0,0,0,0,19,0,0,0,1,3,5,6.666666508,8.032010329
0,0,0,0,0,0,0,1,0,26,12,0,0,1,7,16,2,7.95792733
1,0,0,0,0,0,0,1,0,29,7,4,0,1,6,6,2,8.112028014
0,0,0,0,1,0,0,0,0,17,4,4,0,1,7,5,3.666666746,0
0,0,0,0,1,0,0,0,0,16,7,4,0,1,11,2,5,7.719129841
0,0,1,0,0,0,0,0,0,18,7,0,0,1,27,8,5.666666508,0
1,0,0,0,0,0,1,0,0,19,10,7,0,1,7,11,1.333333373,6.685860947
1,0,0,0,0,0,0,0,1,16,7,4,0,1,5,9,5.666666508,0
1,0,0,1,0,0,0,0,0,21,7,4,0,1,3,5,4.666666508,5.190573047
1,0,1,0,0,0,0,0,0,28,10,4,0,1,9,2,7.666666508,7.670361905
1,1,0,0,0,0,0,0,0,25,0,0,0,1,6,9,3.666666746,7.824445931
1,0,0,0,0,0,1,0,0,24,10,15,0,1,12,5,5,0
1,0,0,0,1,0,0,0,0,24,4,4,0,1,6,7,5,7.13169851
0,0,0,0,1,0,0,0,0,17,4,7,1,1,7,7,5.333333492,0
0,0,1,0,0,0,0,0,0,28,12,12,0,1,16,10,5,7.265129966
0,0,0,0,1,0,0,0,0,17,4,7,0,1,16,12,4.666666508,0
1,0,1,0,0,0,0,0,0,16,12,4,0,1,10,8,5.666666508,6.646690176
1,0,1,0,0,0,0,0,0,20,0,0,0,1,8,9,7.666666508,6.977681065
1,0,0,0,0,0,1,0,0,23,7,4,0,1,12,6,11,5.264283186
0,0,0,0,0,0,0,1,0,22,4,4,0,1,5,7,2.666666746,8.217358538
1,0,1,0,0,0,0,0,0,19,7,4,0,1,13,11,2,0
1,0,1,0,0,0,0,0,0,25,4,4,0,1,9,10,2.333333254,0
0,0,0,0,0,0,0,0,1,20,4,4,0,1,9,12,1.333333373,0
1,0,0,0,0,0,0,0,1,23,7,4,0,1,18,11,2.666666746,8.74049673
1,0,0,1,0,0,0,0,0,20,7,4,0,1,4,7,6,6.726632978
0,0,0,0,0,0,1,0,0,29,4,0,0,1,9,0,2.333333254,0
0,0,0,0,0,0,1,0,0,15,7,7,0,1,9,7,6,6.908754779
1,0,0,0,0,0,0,0,1,18,4,0,0,1,3,6,9.333333015,7.601402335
